name,short_description,description,main_photo_filepath,gallery_photo_filepaths,variants,url
Nittaku Kasumi Eternity Tischtennis Holz | Limited Edition,<h1>Nittaku hat zu Ehren von Kasumi Ishikawas Geburtstag eine limitierte Sonder-Auflage der Holzes Nittaku Kasumi Eternity herausgebracht.</h1>,"<div class=""rte text--pull""> <h1>Nittaku hat zu Ehren von Kasumi Ishikawas Geburtstag eine limitierte Sonder-Auflage der Holzes Nittaku Kasumi Eternity herausgebracht.</h1> <h2>Diese Tischtennis Hölzer sind auf 700 Stück limitiert und es wurden nur 200 Stück außerhalb von Japan vergeben. Also ein echtes Sammler-Stück</h2> <p>Das Design und die Zeichnung wurden zusammen mit Kasumi entwickelt. Das Bild auf dem Schlägerblatt, das Kasumi beim Spielen darstelltest ist gleichzeitig in der japanischen Schrift Kanji geschrieben und bedeutet Kasumi. Die Verpackung des Tischtennis Holzes ist auch eine limitierte Auflage und wurde nur 700 mal produziert. </p> <p>Der Furnieraufbau ist dem Acoustic Carbon Inner sehr ähnlich. Es wurde ein etwas dickerer Kern verwendet, dadurch ist das Holz etwas schneller und steifer als beim Nittaku Carbon Inner. </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kasumi Eternity Tischtennis Holz %7C Limited Edition\MainImage\kasumieternitydraufsicht_1600x.jpg%3Fv=1709202824,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kasumi Eternity Tischtennis Holz %7C Limited Edition\GalleryImages\LimitedEditionNummer_1600x.jpg%3Fv=1709209424;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kasumi Eternity Tischtennis Holz %7C Limited Edition\GalleryImages\kasumieternity_package_1600x.png%3Fv=1709209424;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kasumi Eternity Tischtennis Holz %7C Limited Edition\GalleryImages\KasumiIshikawaPerson_1600x.png%3Fv=1709209424;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kasumi Eternity Tischtennis Holz %7C Limited Edition\GalleryImages\KasumiEternityPiktogramm_1600x.png%3Fv=1709209422,"{""key_value_pairs"": [[""Griffform // Handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/nittaku-kasumi-eternity-tischtennis-holz-limited-edition
Nittaku Meister Serie Basaltec Inner,<p>Die Nittaku Meister-Serie besticht durch ihre perfekte Verarbeitung und das edle Design.</p>,"<div class=""rte text--pull""> <p>Die Nittaku Meister-Serie besticht durch ihre perfekte Verarbeitung und das edle Design.</p> <p>Bei dem<span> </span><em>BASALTEC INNER</em><span> </span>liegt die Basaltschicht auf dem Kernfurnier. Hierdurch wird das Holz etwas weicher und die Geschwindigkeit verringert sich.  Dafür hat man mehr Kontrolle. Durch die Fichte-Außenfurniere hat das Holz einen weichen Anschlag und eignet sich gut zum Anziehen und Gegenziehen. Durch die Basaltschicht vergrößert sich der Sweetspot enorm und bietet die nötige Kontrolle.</p> <p>Das Tischtennis-Holz ist sowohl mit geradem und konkaven Griff als auch als Chinese Penholder erhältlich.</p> <p>Geliefert wird das Holz in einer sehr edlen Schiebeverpackung mit einem Minischläger </p> <div><br/></div> <p><span><em><strong>Made in Germany</strong></em></span></p> <p><span><em><strong>Furnierschichten: 5 + 2 Basaltschichten</strong></em></span></p> <p><span><em><strong>Holzdicke: 6,4 mm</strong></em></span></p> <p><span><em><strong>Gewicht: ca. 88 g</strong></em></span></p> <p><span><em><strong>Maße 157 x 150 mm</strong></em></span></p> <!-- --> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Meister Serie Basaltec Inner\MainImage\NittakuBasalecInnerTischtennisHolzt_76b9f657-467f-4f7d-8a4e-83a2f8a344e3_1600x.png%3Fv=1716567981,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Meister Serie Basaltec Inner\GalleryImages\nittaku-meister-serie-basaltec-inner-cpen-tischtennis-holz_a73f8a4f-f22c-4588-9c83-7ee001a6b3ec_1600x.jpg%3Fv=1716567980;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Meister Serie Basaltec Inner\GalleryImages\nittaku-meister-serie-basaltec-inner-tischtennis-schlaeger_2e05f146-4e63-4363-9a25-162d53c8fd26_1600x.jpg%3Fv=1716567980;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Meister Serie Basaltec Inner\GalleryImages\nittaku-meister-serie-basaltec-inner-st-tischtennis-holz_0e208258-2709-4b4d-80d6-649f89f969b7_1600x.jpg%3Fv=1716567980;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Meister Serie Basaltec Inner\GalleryImages\nittaku-meister-holz-basaltec-inner-premium-verpackung-tischtennis-schlaeger_bf159ab8-c5ee-4b89-9c02-49338ea609f7_1600x.jpg%3Fv=1716567980,"{""key_value_pairs"": [[""Griff//Handle"", ""konkav//flared""], [""Griff//Handle"", ""gerade//straight""], [""Griff//Handle"", ""C-Pen""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/nittaku-meister-serie-basaltec-inner
Nittaku Nordlinger AC,"<p>Das neue Holz <strong>Nittaku Nordlinger AC</strong> ist ein <strong>offensives Tischtennis Holz</strong> mit einer Kevlar Carbon Faser die wir <strong>AC Faser</strong> nennen. Diese <strong>AC Faser</strong> wird nicht so steif wie eine reine Carbon Faser. Dadurch bleibt das Nordlinger AC flexibler, das erhöht die <strong>Kontrolle</strong> und das <strong>Spinverhalten</strong>, da die <strong>Ballkontaktzeit</strong> verlängert wird. </p>","<div class=""rte text--pull""> <p>Das neue Holz <strong>Nittaku Nordlinger AC</strong> ist ein <strong>offensives Tischtennis Holz</strong> mit einer Kevlar Carbon Faser die wir <strong>AC Faser</strong> nennen. Diese <strong>AC Faser</strong> wird nicht so steif wie eine reine Carbon Faser. Dadurch bleibt das Nordlinger AC flexibler, das erhöht die <strong>Kontrolle</strong> und das <strong>Spinverhalten</strong>, da die <strong>Ballkontaktzeit</strong> verlängert wird. </p> <p>Die AC Faser liegt direkt auf dem Kernfurnier, also innen. Hier kann die AC Faser ihre positiven Eigenschaften wie der stark <strong>vergrößerte Sweetspot</strong> und eine sehr <strong>gute Ballrückmeldung</strong> am besten wiedergeben.</p> <p><strong>Made in Germany</strong></p> <p><span><strong>Speed: Offensive -<br/></strong></span><span><strong>Feel: medium hart<br/></strong></span><span><strong>Furnierschichten: 5 ply + 2 AC Faser<br/></strong></span><span><strong>Holzdicke: 6,1 mm<br/></strong></span><span><strong>Gewicht: ca. 86 g<br/></strong></span><span><strong>Maße: 156 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Nordlinger AC\MainImage\nordlinger-AC-konkav-nittaku-tischtennis-holz-schlaeger-tt-shop-deutschland_1600x.jpg%3Fv=1659088533,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Nordlinger AC\GalleryImages\nordlinger-AC-gerade-nittaku-tischtennis-holz-schlaeger-tt-shop-deutschland_1600x.jpg%3Fv=1659088533;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Nordlinger AC\GalleryImages\furnier-aufbau-querschnitt-nordlinger-AC-nittaku-tischtennis-holz-schlaeger-tt-shop-deutschland_1600x.jpg%3Fv=1659088563,"{""key_value_pairs"": [[""Giffform//Handle"", ""Konkav//Flared""], [""Giffform//Handle"", ""Gerade//Straight""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/nittaku-nordlinger-ac
Nittaku Nordlinger DY,<p>Das neue Offensivholz <strong>Nittaku Nordlinger DY</strong> hat ein <strong>hartes Wenge Deckfurnier</strong> und eine<strong> Faser</strong> die auf dem Kernfurnier liegt.</p>,"<div class=""rte text--pull""> <p>Das neue Offensivholz <strong>Nittaku Nordlinger DY</strong> hat ein <strong>hartes Wenge Deckfurnier</strong> und eine<strong> Faser</strong> die auf dem Kernfurnier liegt.</p> <p>Durch den <strong>harten Ballanschlag</strong> ist das Tischtennis Holz sehr <strong>präzise im Block</strong> <strong>und im Schuss Spiel</strong>. Das Nittaku Nordlinger DY hat <strong>kaum Vibrationen</strong> und durch seine Härte eine <strong>hohe Grundgeschwindigkeit.</strong> </p> <p><strong>Made in Germany</strong><br/></p> <p><span><strong>Speed: Fast<br/></strong></span><span><strong>Feel: Hart<br/></strong></span><span><strong>Furnierschichten: 5 ply + 2 x Kunstfaser<br/></strong></span><span><strong>Holzdicke: 6,8 mm<br/></strong></span><span><strong>Gewicht: ca. 87 g<br/></strong></span><span><strong>Maße: 156 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Nordlinger DY\MainImage\nordlinger-DY-konkav-nittaku-tischtennis-holz-schlaeger-tt-shop-deutschland_1600x.jpg%3Fv=1659093169,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Nordlinger DY\GalleryImages\nordlinger-DY-gerade-nittaku-tischtennis-holz-schlaeger-tt-shop-deutschland_1600x.jpg%3Fv=1659093169;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Nordlinger DY\GalleryImages\furnier-aufbau-querschnitt-nordlinger-DY-nittaku-tischtennis-holz-schlaeger-tt-shop-deutschland_1600x.jpg%3Fv=1659093169,"{""key_value_pairs"": [[""Griffform//Handle"", ""Konkav//Flared""], [""Griffform//Handle"", ""Gerade//Straight""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/nittaku-nordlinger-dy
Nittaku S-Serie Holz S-KC,"<p><span style=""color: #666666;"">Das Nittaku S-Serien<strong> Holz S-KC</strong> ist ein <strong>offensives Tischtennis Holz</strong> mit einer <strong>Kevlar Carbon Faser</strong> direkt unter dem Fichte Deckfurnier. Durch die Fichte hat das Holz einen weicheren Anschlag und eine höhere Flugkurve. Das<strong> Kevlar Carbon</strong> gibt dem Holz die nötige <strong>Steifigkeit</strong> um auch aus der Halbdistanz und weit hinter dem Tisch noch genug <strong>Power</strong> zu haben und Bälle mit viel <strong>Rotation</strong> und <strong>Geschwindigkeit</strong> spielen zu können.</span></p>","<div class=""rte text--pull""> <p><span style=""color: #666666;"">Das Nittaku S-Serien<strong> Holz S-KC</strong> ist ein <strong>offensives Tischtennis Holz</strong> mit einer <strong>Kevlar Carbon Faser</strong> direkt unter dem Fichte Deckfurnier. Durch die Fichte hat das Holz einen weicheren Anschlag und eine höhere Flugkurve. Das<strong> Kevlar Carbon</strong> gibt dem Holz die nötige <strong>Steifigkeit</strong> um auch aus der Halbdistanz und weit hinter dem Tisch noch genug <strong>Power</strong> zu haben und Bälle mit viel <strong>Rotation</strong> und <strong>Geschwindigkeit</strong> spielen zu können.</span></p> <p><span style=""color: #666666;"">Das <strong>Nittaku S-KC</strong> ist ein <strong>offensives Tischtennis Holz</strong> mit viel Power und hohen Spin Reserven.</span></p> <p> </p> <p><span style=""color: #666666;""><strong>Furnierschichten: 5 + 2 Schichten Kevlar Carbon</strong></span></p> <p><span style=""color: #666666;""><strong>Gewicht: ca. 85g</strong></span></p> <p><span style=""color: #666666;""><strong>Made in Germany</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-KC\MainImage\nittaku-SKC-FL-s-serie-tischtennis-holz-schlaeger-konkav-tischtennis-online-shop-deutschland_1600x.jpg%3Fv=1681294417,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-KC\GalleryImages\nittaku-SKC-FL-griff-s-serie-tischtennis-holz-schlaeger-konkav-tischtennis-online-shop-deutschland_1600x.jpg%3Fv=1681294417;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-KC\GalleryImages\nittaku-SKC-ST-griff-s-serie-tischtennis-holz-schlaeger-gerade-tischtennis-online-shop-deutschland_1600x.jpg%3Fv=1681294417;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-KC\GalleryImages\nittaku-SKC-ST-s-serie-tischtennis-holz-schlaeger-gerader-griff-tischtennis-online-shop-deutschland_1600x.jpg%3Fv=1681294417,"{""key_value_pairs"": [[""Griff"", ""gerade//straight""], [""Griff"", ""konkave//flared""], [""Griff"", ""chinese penholder""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/nittaku-s-serie-s-kc
Bloodwood,"<p><strong><em>Nittaku hat mit dem Bloodwood wieder ein Offensiv - Holz ""Made in Sweden"" im Programm.</em></strong></p>","<div class=""rte text--pull""> <p><strong><em>Nittaku hat mit dem Bloodwood wieder ein Offensiv - Holz ""Made in Sweden"" im Programm.</em></strong></p> <p><strong><em>Als Deckfurnier wird das harte Blodwood verwendet. Auf dem Ayous Kernfurnier ist eine super dünne Carbonschicht die das Holz zusätzlich versteift.</em></strong></p> <p><strong><em>Die Kombination aus hartem Deckfurnier und Carboneinlage lässt das Holz sehr direkt und präzise spielen. Der Ballabsprung ist eher flach.</em></strong></p> <p> </p> <p><span style=""color: #666666;""><strong>Made in Sweden<br/>Speed: Mid Fast <br/>Feel: Hard<br/></strong></span><span style=""color: #666666;""><strong>Furnierschichten: 5 ply +2 Carboneinlagen<br/></strong></span><span style=""color: #666666;""><strong>Holzdicke: 5,7 mm<br/></strong></span><span style=""color: #666666;""><strong>Gewicht: ca. 88g<br/></strong></span><span style=""color: #666666;""><strong>Maße: 157 X 150 mm<br/></strong></span><span style=""color: #666666;""><strong>Griffmaße:  gerade: 100 x 24mm   konkav: 100 x 24,5mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Bloodwood\MainImage\Blodwood_II_1600x.jpg%3Fv=1663766982,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Bloodwood\GalleryImages\Blodwood_1600x.jpg%3Fv=1663766982,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/runlox-5
Nittaku S-Serie Holz S-CZ,<p> </p>,"<div class=""rte text--pull""> <p> </p> <p><span color=""#666666"" style=""color: #666666;"">Das <strong>Tischtennis Holz</strong> der <strong>Nittaku S-Serie S-CZ</strong> hat ein mit<strong> Zylon</strong> besticktes <strong>Carbon</strong> Fleece unter dem Fichte Deckfurnier. Das Carbon Fleece wird nicht zu steif, daher bleibt das Holz <strong>flexibel</strong> und somit leichter zu kontrollieren. Das bestickte Carbon Fleece <strong>vergrößert den Sweetspot</strong> und gibt den Balltreffpunkt exakt an den Spieler weiter.</span></p> <p><span color=""#666666"" style=""color: #666666;"">Das <strong>Nittaku S-CZ</strong> ist ein <strong>OFF-</strong> Holz für die <strong>kontrollierte Offensive</strong> mit vielen <strong>Spin Reserven</strong>.</span></p> <p><strong>Furnierschichten: 5 + 2 Schichten CZ</strong><br/></p> <p><span style=""color: #666666;""><strong>Gewicht: ca. 85g</strong></span></p> <p><span style=""color: #666666;""><strong>Blattgröße: 156X150 mm</strong></span></p> <p><span style=""color: #666666;""><strong>Made in Germany</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-CZ\MainImage\nittaku-s-series-scz-fl-tischtennis-holz_1600x.jpg%3Fv=1483884491,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-CZ\GalleryImages\nittaku-s-series-scz-cpen-tischtennis-holz_1600x.jpg%3Fv=1483884494;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-CZ\GalleryImages\nittaku-s-series-scz-st-tischtennis-holz_1600x.jpg%3Fv=1483884492,"{""key_value_pairs"": [[""Griff"", ""gerade//straight""], [""Griff"", ""konkave//flared""], [""Griff"", ""chinese penholder""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/s-cz-s-serie
Nittaku S-Serie Holz S-7,"<p>Das Tischtennis Holz Nittaku S-7 ist ein offensives, sieben schichtiges Holz mit einem weichen Anschlag und einem leichten Katapult. Mit dem Nittaku S-7 können Topspin Bälle mit viel Rotation und Präzision gespielt werden. Es eignet sich für Ballwechsel am Tisch und aus der Halbdistanz.</p>","<div class=""rte text--pull""> <p>Das Tischtennis Holz Nittaku S-7 ist ein offensives, sieben schichtiges Holz mit einem weichen Anschlag und einem leichten Katapult. Mit dem Nittaku S-7 können Topspin Bälle mit viel Rotation und Präzision gespielt werden. Es eignet sich für Ballwechsel am Tisch und aus der Halbdistanz.</p> <p><span style=""color: #666666;""><strong>Furnierschichten: 7</strong></span></p> <p><span style=""color: #666666;""><strong>Gewicht: ca. 85g</strong></span></p> <p><span style=""color: #666666;""><strong>Made in Germany</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-7\MainImage\nittaku-s-series-s7-fl-tischtennis-holz_1600x.jpg%3Fv=1483884455,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-7\GalleryImages\nittaku-s-series-s7-cpen-tischtennis-holz_1600x.jpg%3Fv=1483884458;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-7\GalleryImages\nittaku-s-series-s7-st-tischtennis-holz_1600x.jpg%3Fv=1483884456,"{""key_value_pairs"": [[""Griff"", ""gerade//straight""], [""Griff"", ""konkav//flared""], [""Griff"", ""chinese penholder""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/s7-s-serie
Nittaku Septear Feel OFF,"<p>Das Nittaku Septear Feel ist der Nachfolger des beliebten Septear Carbon. Das <span>FE-Carbon welches direkt unter dem Deckfurnier liegt </span>kombiniert mit 7-schichten Kiso Hinoki.  Dank der Hinoki Furniere bleibt das Holz elastisch und erzeugt ein einzigartiges Ballgefühl. Beim Furnieraufbau wurde darauf geachtet, dass Geschwindigkeit und Kontrolle sehr ausgeglichen sind. </p>","<div class=""rte text--pull""> <p>Das Nittaku Septear Feel ist der Nachfolger des beliebten Septear Carbon. Das <span>FE-Carbon welches direkt unter dem Deckfurnier liegt </span>kombiniert mit 7-schichten Kiso Hinoki.  Dank der Hinoki Furniere bleibt das Holz elastisch und erzeugt ein einzigartiges Ballgefühl. Beim Furnieraufbau wurde darauf geachtet, dass Geschwindigkeit und Kontrolle sehr ausgeglichen sind. </p> <p><span><strong>Made in Japan</strong></span><br/><span><strong>Speed: Medium fast</strong></span><br/><span><strong>Feel: hard</strong></span><br/><span><strong>Furnierschichten: 7+2 ply</strong></span><br/><span><strong>Holzdicke: 5.7 mm</strong></span><br/><span><strong>Gewicht: ca. 88g</strong></span><br/><span><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear Feel OFF\MainImage\product_main_16974_1600x.jpg%3Fv=1663767351,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear Feel OFF\GalleryImages\product_big_16976_1600x.jpg%3Fv=1663767351,"{""key_value_pairs"": [[""Griffform // Handle"", ""gerade // straight""], [""Griffform // Handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/septear-feel-outer-off
Nittaku Septear | All Hinoki Blade,<p>Das Nittaku <em><strong>SEPTEAR</strong></em> ist ein hochwertiges 7-schichtiges <em>Kiso-Hinoki</em> Holz. Es vereint Power mit hoher Kontrolle und verzeiht viele Fehler. </p>,"<div class=""rte text--pull""> <p>Das Nittaku <em><strong>SEPTEAR</strong></em> ist ein hochwertiges 7-schichtiges <em>Kiso-Hinoki</em> Holz. Es vereint Power mit hoher Kontrolle und verzeiht viele Fehler. </p> <p> </p> <p><strong><span style=""color: #666666;"">Made in Japan</span></strong><br/><strong><span style=""color: #666666;"">Speed: Medium</span></strong><br/><strong><span style=""color: #666666;"">Feel: Hard</span></strong><br/><strong><span style=""color: #666666;"">Furnierschichten: 7 ply</span></strong><br/><strong><span style=""color: #666666;"">Holzdicke: 6,7 mm</span></strong><br/><strong><span style=""color: #666666;"">Gewicht: ca. 85g</span></strong><br/><strong><span style=""color: #666666;"">Maße: 158 X 150 mm</span></strong><br/><strong><span style=""color: #666666;"">Griffmaße:  gerade: 101 x 23mm  konkav: 101 x 24,5mm</span></strong></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\MainImage\septear_st_2_nittaku_1600x.jpg%3Fv=1375566129,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\GalleryImages\septear_fl_2_nittaku_1600x.jpg%3Fv=1375971867;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\GalleryImages\septear_st_nittaku_1600x.jpg%3Fv=1375564503;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\GalleryImages\septear_fl_nittaku_1600x.jpg%3Fv=1375564503,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""], [""Griffform // handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/offensive-holzer/products/septear
